t,j1,j2,j3,j4,j5,j6,jc1,jc2,jc3,jc4,jc5,jc6,t1,t2,t3,t4,t5,t6
5.525,3.41533e-07,0.801739,1.05252,3.14097,-1.57046,-1.10196e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-9.08975e-05,-13.072,-4.43754,-0.000989981,-0.0186138,2.96667e-07
5.526,3.68186e-07,0.801732,1.05252,3.14097,-1.57046,-1.11533e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000100833,-13.0705,-4.43684,-0.000973632,-0.0186246,3.09307e-07
5.527,3.94094e-07,0.801726,1.05252,3.14097,-1.57046,-1.12766e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000110518,-13.0689,-4.43615,-0.0009573,-0.0186355,3.21499e-07
5.528,4.19254e-07,0.801719,1.05252,3.14097,-1.57046,-1.13894e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.00011995,-13.0674,-4.43546,-0.000940993,-0.0186464,3.33242e-07
5.529,4.43661e-07,0.801712,1.05252,3.14097,-1.57046,-1.1492e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000129128,-13.0658,-4.43478,-0.000924719,-0.0186574,3.44535e-07
5.53,4.67312e-07,0.801705,1.05251,3.14097,-1.57046,-1.15845e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.00013805,-13.0643,-4.4341,-0.000908487,-0.0186684,3.55378e-07
5.531,4.90204e-07,0.801698,1.05251,3.14097,-1.57046,-1.16669e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000146713,-13.0627,-4.43343,-0.000892304,-0.0186795,3.65771e-07
5.532,5.12334e-07,0.801692,1.05251,3.14097,-1.57046,-1.17394e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000155117,-13.0612,-4.43277,-0.000876177,-0.0186906,3.75715e-07
5.533,5.33701e-07,0.801685,1.05251,3.14097,-1.57046,-1.18021e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.00016326,-13.0597,-4.43211,-0.000860114,-0.0187018,3.85209e-07
5.534,5.54303e-07,0.801678,1.05251,3.14097,-1.57046,-1.18551e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000171141,-13.0582,-4.43146,-0.000844121,-0.018713,3.94256e-07
5.535,5.74141e-07,0.801672,1.0525,3.14097,-1.57046,-1.18986e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000178759,-13.0567,-4.43081,-0.000828206,-0.0187242,4.02856e-07
5.536,5.93212e-07,0.801665,1.0525,3.14097,-1.57046,-1.19326e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000186113,-13.0552,-4.43018,-0.000812373,-0.0187354,4.11011e-07
5.537,6.11519e-07,0.801659,1.0525,3.14097,-1.57046,-1.19574e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000193204,-13.0537,-4.42955,-0.00079663,-0.0187466,4.18723e-07
5.538,6.29062e-07,0.801652,1.0525,3.14097,-1.57046,-1.19731e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.00020003,-13.0522,-4.42892,-0.000780983,-0.0187578,4.25995e-07
5.539,6.45842e-07,0.801646,1.0525,3.14097,-1.57046,-1.19798e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000206592,-13.0507,-4.42831,-0.000765436,-0.018769,4.32827e-07
5.54,6.61862e-07,0.801639,1.0525,3.14097,-1.57046,-1.19777e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.00021289,-13.0492,-4.4277,-0.000749995,-0.0187802,4.39225e-07
5.541,6.77123e-07,0.801633,1.0525,3.14097,-1.57046,-1.19669e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000218924,-13.0478,-4.4271,-0.000734666,-0.0187914,4.45189e-07
5.542,6.9163e-07,0.801627,1.05249,3.14097,-1.57046,-1.19476e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000224695,-13.0463,-4.4265,-0.000719452,-0.0188025,4.50725e-07
5.543,7.05384e-07,0.80162,1.05249,3.14097,-1.57046,-1.192e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000230203,-13.0449,-4.42592,-0.000704359,-0.0188136,4.55834e-07
5.544,7.18391e-07,0.801614,1.05249,3.14097,-1.57046,-1.18842e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000235449,-13.0435,-4.42534,-0.000689392,-0.0188247,4.60521e-07
5.545,7.30655e-07,0.801608,1.05249,3.14097,-1.57046,-1.18403e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000240434,-13.042,-4.42477,-0.000674554,-0.0188357,4.6479e-07
5.546,7.4218e-07,0.801602,1.05249,3.14097,-1.57046,-1.17887e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.00024516,-13.0406,-4.42421,-0.000659849,-0.0188467,4.68645e-07
5.547,7.52971e-07,0.801596,1.05249,3.14097,-1.57046,-1.17293e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000249627,-13.0392,-4.42366,-0.000645282,-0.0188577,4.72091e-07
5.548,7.63035e-07,0.80159,1.05249,3.14097,-1.57046,-1.16625e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000253837,-13.0379,-4.42311,-0.000630855,-0.0188686,4.75132e-07
5.549,7.72378e-07,0.801584,1.05249,3.14097,-1.57046,-1.15884e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000257792,-13.0365,-4.42257,-0.000616573,-0.0188794,4.77773e-07
5.55,7.81005e-07,0.801578,1.05248,3.14097,-1.57046,-1.15072e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000261493,-13.0351,-4.42204,-0.000602438,-0.0188902,4.80018e-07
5.551,7.88923e-07,0.801572,1.05248,3.14097,-1.57046,-1.1419e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000264944,-13.0338,-4.42152,-0.000588453,-0.0189009,4.81875e-07
5.552,7.96141e-07,0.801566,1.05248,3.14097,-1.57046,-1.1324e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000268144,-13.0324,-4.42101,-0.000574622,-0.0189115,4.83347e-07
5.553,8.02665e-07,0.801561,1.05248,3.14097,-1.57046,-1.12225e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000271097,-13.0311,-4.42051,-0.000560946,-0.0189221,4.8444e-07
5.554,8.08503e-07,0.801555,1.05248,3.14097,-1.57046,-1.11146e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000273806,-13.0298,-4.42001,-0.00054743,-0.0189326,4.85161e-07
5.555,8.13664e-07,0.801549,1.05248,3.14096,-1.57046,-1.10005e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000276272,-13.0285,-4.41953,-0.000534074,-0.018943,4.85514e-07
5.556,8.18157e-07,0.801544,1.05248,3.14096,-1.57046,-1.08804e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000278499,-13.0272,-4.41905,-0.000520881,-0.0189533,4.85507e-07
5.557,8.21989e-07,0.801538,1.05248,3.14096,-1.57046,-1.07545e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000280488,-13.026,-4.41858,-0.000507852,-0.0189635,4.85146e-07
5.558,8.25171e-07,0.801533,1.05248,3.14096,-1.57046,-1.06229e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000282243,-13.0247,-4.41812,-0.000494991,-0.0189737,4.84436e-07
5.559,8.27712e-07,0.801527,1.05247,3.14096,-1.57046,-1.04859e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000283767,-13.0235,-4.41767,-0.000482298,-0.0189838,4.83385e-07
5.56,8.29622e-07,0.801522,1.05247,3.14096,-1.57046,-1.03437e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000285063,-13.0223,-4.41723,-0.000469775,-0.0189937,4.81999e-07
5.561,8.3091e-07,0.801517,1.05247,3.14096,-1.57046,-1.01964e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000286134,-13.0211,-4.41679,-0.000457424,-0.0190036,4.80285e-07
5.562,8.31587e-07,0.801512,1.05247,3.14096,-1.57046,-1.00443e-09,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000286984,-13.0199,-4.41637,-0.000445245,-0.0190134,4.7825e-07
5.563,8.31665e-07,0.801507,1.05247,3.14096,-1.57046,-9.88755e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000287615,-13.0187,-4.41595,-0.00043324,-0.0190231,4.759e-07
5.564,8.31152e-07,0.801502,1.05247,3.14096,-1.57046,-9.7263e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000288031,-13.0175,-4.41554,-0.00042141,-0.0190326,4.73244e-07
5.565,8.30061e-07,0.801497,1.05247,3.14096,-1.57046,-9.56078e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000288236,-13.0164,-4.41515,-0.000409755,-0.0190421,4.70288e-07
5.566,8.28403e-07,0.801492,1.05247,3.14096,-1.57046,-9.39118e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000288234,-13.0152,-4.41476,-0.000398277,-0.0190515,4.67039e-07
5.567,8.26188e-07,0.801487,1.05247,3.14096,-1.57046,-9.21769e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000288027,-13.0141,-4.41438,-0.000386975,-0.0190607,4.63506e-07
5.568,8.2343e-07,0.801482,1.05247,3.14096,-1.57046,-9.04051e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000287621,-13.013,-4.414,-0.000375851,-0.0190699,4.59695e-07
5.569,8.20138e-07,0.801478,1.05247,3.14096,-1.57046,-8.85982e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000287018,-13.0119,-4.41364,-0.000364905,-0.0190789,4.55613e-07
5.57,8.16326e-07,0.801473,1.05247,3.14096,-1.57046,-8.67582e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000286224,-13.0109,-4.41329,-0.000354137,-0.0190878,4.5127e-07
5.571,8.12006e-07,0.801469,1.05247,3.14096,-1.57046,-8.48869e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000285241,-13.0098,-4.41294,-0.000343547,-0.0190966,4.46671e-07
5.572,8.07189e-07,0.801464,1.05247,3.14096,-1.57046,-8.29863e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000284074,-13.0088,-4.41261,-0.000333136,-0.0191053,4.41825e-07
5.573,8.01889e-07,0.80146,1.05246,3.14096,-1.57046,-8.10581e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000282727,-13.0078,-4.41228,-0.000322902,-0.0191139,4.3674e-07
5.574,7.96117e-07,0.801455,1.05246,3.14096,-1.57046,-7.91044e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000281204,-13.0068,-4.41197,-0.000312847,-0.0191224,4.31423e-07
5.575,7.89886e-07,0.801451,1.05246,3.14096,-1.57046,-7.71268e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.00027951,-13.0058,-4.41166,-0.00030297,-0.0191307,4.25883e-07
5.576,7.83208e-07,0.801447,1.05246,3.14096,-1.57046,-7.51273e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000277648,-13.0048,-4.41136,-0.00029327,-0.019139,4.20126e-07
5.577,7.76098e-07,0.801443,1.05246,3.14096,-1.57046,-7.31076e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000275623,-13.0039,-4.41107,-0.000283747,-0.0191471,4.14162e-07
5.578,7.68567e-07,0.801439,1.05246,3.14096,-1.57046,-7.10695e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.00027344,-13.0029,-4.41079,-0.000274401,-0.0191551,4.07997e-07
5.579,7.60628e-07,0.801435,1.05246,3.14096,-1.57046,-6.90149e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000271103,-13.002,-4.41051,-0.000265231,-0.0191629,4.0164e-07
5.58,7.52294e-07,0.801431,1.05246,3.14096,-1.57046,-6.69455e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000268616,-13.0011,-4.41025,-0.000256236,-0.0191707,3.95098e-07
5.581,7.43579e-07,0.801428,1.05246,3.14096,-1.57046,-6.48629e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000265983,-13.0003,-4.40999,-0.000247416,-0.0191783,3.88379e-07
5.582,7.34494e-07,0.801424,1.05246,3.14096,-1.57046,-6.2769e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000263209,-12.9994,-4.40975,-0.00023877,-0.0191858,3.81492e-07
5.583,7.25055e-07,0.80142,1.05246,3.14096,-1.57046,-6.06654e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.0002603,-12.9986,-4.40951,-0.000230297,-0.0191932,3.74444e-07
5.584,7.15272e-07,0.801417,1.05246,3.14096,-1.57046,-5.85538e-10,0,0.785241,1.04699,3.14096,-1.57048,0,-0.000257258,-12.9977,-4.40928,-0.000221995,-0.0192005,3.67242e-07
