t,j1,j2,j3,j4,j5,j6,jc1,jc2,jc3,jc4,jc5,jc6,t1,t2,t3,t4,t5,t6
0.612,7.8729e-07,0.0957769,0.124048,0.370502,-0.185245,1.02346e-07,0,0.0961327,0.128177,0.384531,-0.192265,0,-0.000341495,0.208993,1.87548,6.30803,-3.15653,-4.47238e-05
0.613,7.87542e-07,0.0959378,0.12426,0.371133,-0.185561,1.0283e-07,0,0.0962898,0.128386,0.385159,-0.19258,0,-0.000341776,0.207106,1.87445,6.30802,-3.15651,-4.49394e-05
0.614,7.87787e-07,0.0960986,0.124472,0.371764,-0.185876,1.03317e-07,0,0.0964469,0.128596,0.385788,-0.192894,0,-0.000342055,0.205225,1.87342,6.308,-3.15649,-4.51563e-05
0.615,7.88026e-07,0.0962594,0.124684,0.372395,-0.186192,1.03807e-07,0,0.096604,0.128805,0.386416,-0.193208,0,-0.00034233,0.20335,1.8724,6.30798,-3.15647,-4.53746e-05
0.616,7.88259e-07,0.0964203,0.124897,0.373026,-0.186507,1.04299e-07,0,0.0967611,0.129015,0.387044,-0.193522,0,-0.000342602,0.20148,1.87138,6.30797,-3.15645,-4.55942e-05
0.617,7.88487e-07,0.096581,0.125109,0.373657,-0.186823,1.04795e-07,0,0.0969181,0.129224,0.387673,-0.193836,0,-0.000342872,0.199613,1.87036,6.30795,-3.15642,-4.58149e-05
0.618,7.88711e-07,0.0967418,0.125321,0.374288,-0.187138,1.05293e-07,0,0.0970752,0.129434,0.388301,-0.19415,0,-0.000343139,0.197749,1.86934,6.30794,-3.1564,-4.60369e-05
0.619,7.88931e-07,0.0969026,0.125534,0.374919,-0.187454,1.05793e-07,0,0.0972323,0.129643,0.388929,-0.194465,0,-0.000343404,0.195887,1.86832,6.30792,-3.15638,-4.62599e-05
0.62,7.89149e-07,0.0970633,0.125746,0.375549,-0.187769,1.06296e-07,0,0.0973894,0.129852,0.389557,-0.194779,0,-0.000343668,0.194026,1.8673,6.3079,-3.15636,-4.6484e-05
0.621,7.89364e-07,0.0972241,0.125958,0.37618,-0.188085,1.068e-07,0,0.0975465,0.130062,0.390186,-0.195093,0,-0.00034393,0.192166,1.86628,6.30789,-3.15634,-4.6709e-05
0.622,7.89579e-07,0.0973848,0.12617,0.376811,-0.1884,1.07307e-07,0,0.0977035,0.130271,0.390814,-0.195407,0,-0.000344192,0.190304,1.86526,6.30787,-3.15632,-4.69351e-05
0.623,7.89792e-07,0.0975456,0.126383,0.377442,-0.188716,1.07815e-07,0,0.0978606,0.130481,0.391442,-0.195721,0,-0.000344452,0.188441,1.86424,6.30786,-3.1563,-4.7162e-05
0.624,7.90006e-07,0.0977063,0.126595,0.378073,-0.189031,1.08325e-07,0,0.0980177,0.13069,0.392071,-0.196035,0,-0.000344712,0.186576,1.86322,6.30784,-3.15628,-4.73897e-05
0.625,7.90221e-07,0.097867,0.126807,0.378704,-0.189347,1.08837e-07,0,0.0981748,0.1309,0.392699,-0.19635,0,-0.000344972,0.184708,1.8622,6.30782,-3.15626,-4.76182e-05
0.626,7.90436e-07,0.0980278,0.12702,0.379335,-0.189662,1.0935e-07,0,0.0983319,0.131109,0.393327,-0.196664,0,-0.000345231,0.182836,1.86117,6.30781,-3.15624,-4.78475e-05
0.627,7.90654e-07,0.0981885,0.127232,0.379966,-0.189978,1.09865e-07,0,0.0984889,0.131319,0.393956,-0.196978,0,-0.000345491,0.180959,1.86015,6.30779,-3.15622,-4.80774e-05
0.628,7.90875e-07,0.0983493,0.127444,0.380596,-0.190293,1.1038e-07,0,0.098646,0.131528,0.394584,-0.197292,0,-0.000345752,0.179077,1.85912,6.30778,-3.1562,-4.83079e-05
0.629,7.91099e-07,0.09851,0.127656,0.381227,-0.190608,1.10897e-07,0,0.0988031,0.131737,0.395212,-0.197606,0,-0.000346013,0.177189,1.85809,6.30776,-3.15618,-4.8539e-05
0.63,7.91327e-07,0.0986708,0.127869,0.381858,-0.190924,1.11414e-07,0,0.0989602,0.131947,0.395841,-0.19792,0,-0.000346276,0.175294,1.85705,6.30774,-3.15616,-4.87706e-05
0.631,7.9156e-07,0.0988316,0.128081,0.382489,-0.191239,1.11932e-07,0,0.0991172,0.132156,0.396469,-0.198234,0,-0.000346539,0.173391,1.85602,6.30773,-3.15614,-4.90026e-05
0.632,7.91798e-07,0.0989923,0.128293,0.38312,-0.191555,1.12451e-07,0,0.0992743,0.132366,0.397097,-0.198549,0,-0.000346805,0.17148,1.85498,6.30771,-3.15612,-4.9235e-05
0.633,7.92043e-07,0.0991531,0.128506,0.383751,-0.19187,1.1297e-07,0,0.0994314,0.132575,0.397726,-0.198863,0,-0.000347073,0.16956,1.85394,6.3077,-3.1561,-4.94678e-05
0.634,7.92294e-07,0.099314,0.128718,0.384382,-0.192186,1.13489e-07,0,0.0995885,0.132785,0.398354,-0.199177,0,-0.000347342,0.16763,1.85289,6.30768,-3.15608,-4.97008e-05
0.635,7.92552e-07,0.0994748,0.12893,0.385013,-0.192501,1.14009e-07,0,0.0997456,0.132994,0.398982,-0.199491,0,-0.000347614,0.16569,1.85184,6.30766,-3.15606,-4.99341e-05
0.636,7.92818e-07,0.0996357,0.129143,0.385643,-0.192817,1.14529e-07,0,0.0999026,0.133204,0.399611,-0.199805,0,-0.000347889,0.163739,1.85078,6.30765,-3.15604,-5.01676e-05
0.637,7.93092e-07,0.0997966,0.129355,0.386274,-0.193132,1.15048e-07,0,0.10006,0.133413,0.400239,-0.200119,0,-0.000348167,0.161776,1.84972,6.30763,-3.15602,-5.04012e-05
0.638,7.93376e-07,0.0999575,0.129567,0.386905,-0.193448,1.15568e-07,0,0.100217,0.133622,0.400867,-0.200434,0,-0.000348448,0.159801,1.84866,6.30762,-3.156,-5.06348e-05
0.639,7.93669e-07,0.100118,0.12978,0.387536,-0.193763,1.16087e-07,0,0.100374,0.133832,0.401496,-0.200748,0,-0.000348733,0.157812,1.84759,6.3076,-3.15598,-5.08685e-05
0.64,7.93973e-07,0.100279,0.129992,0.388167,-0.194079,1.16606e-07,0,0.100531,0.134041,0.402124,-0.201062,0,-0.000349021,0.155811,1.84652,6.30759,-3.15596,-5.11022e-05
0.641,7.94287e-07,0.10044,0.130205,0.388798,-0.194394,1.17124e-07,0,0.100688,0.134251,0.402752,-0.201376,0,-0.000349313,0.153795,1.84544,6.30757,-3.15594,-5.13357e-05
0.642,7.94613e-07,0.100601,0.130417,0.389429,-0.19471,1.17641e-07,0,0.100845,0.13446,0.40338,-0.20169,0,-0.000349609,0.151764,1.84435,6.30755,-3.15592,-5.15691e-05
0.643,7.9495e-07,0.100762,0.130629,0.39006,-0.195025,1.18158e-07,0,0.101002,0.13467,0.404009,-0.202004,0,-0.00034991,0.149718,1.84326,6.30754,-3.1559,-5.18024e-05
0.644,7.95301e-07,0.100924,0.130842,0.39069,-0.19534,1.18673e-07,0,0.101159,0.134879,0.404637,-0.202319,0,-0.000350215,0.147656,1.84216,6.30752,-3.15588,-5.20353e-05
0.645,7.95664e-07,0.101085,0.131054,0.391321,-0.195656,1.19187e-07,0,0.101316,0.135088,0.405265,-0.202633,0,-0.000350525,0.145578,1.84106,6.30751,-3.15586,-5.2268e-05
0.646,7.96041e-07,0.101246,0.131267,0.391952,-0.195971,1.19701e-07,0,0.101473,0.135298,0.405894,-0.202947,0,-0.00035084,0.143482,1.83995,6.30749,-3.15585,-5.25004e-05
0.647,7.96432e-07,0.101407,0.131479,0.392583,-0.196287,1.20213e-07,0,0.101631,0.135507,0.406522,-0.203261,0,-0.000351161,0.14137,1.83883,6.30748,-3.15583,-5.27324e-05
0.648,7.96837e-07,0.101568,0.131692,0.393214,-0.196602,1.20723e-07,0,0.101788,0.135717,0.40715,-0.203575,0,-0.000351487,0.139239,1.8377,6.30746,-3.15581,-5.29639e-05
0.649,7.97258e-07,0.10173,0.131904,0.393845,-0.196918,1.21232e-07,0,0.101945,0.135926,0.407779,-0.203889,0,-0.000351819,0.13709,1.83657,6.30744,-3.15579,-5.31949e-05
0.65,7.97694e-07,0.101891,0.132117,0.394476,-0.197233,1.21739e-07,0,0.102102,0.136136,0.408407,-0.204204,0,-0.000352156,0.134923,1.83543,6.30743,-3.15577,-5.34254e-05
0.651,7.98147e-07,0.102052,0.132329,0.395106,-0.197549,1.22245e-07,0,0.102259,0.136345,0.409035,-0.204518,0,-0.0003525,0.132736,1.83429,6.30741,-3.15576,-5.36553e-05
0.652,7.98615e-07,0.102214,0.132542,0.395737,-0.197864,1.22748e-07,0,0.102416,0.136555,0.409664,-0.204832,0,-0.00035285,0.130529,1.83313,6.3074,-3.15574,-5.38846e-05
0.653,7.99101e-07,0.102375,0.132755,0.396368,-0.19818,1.2325e-07,0,0.102573,0.136764,0.410292,-0.205146,0,-0.000353207,0.128302,1.83197,6.30738,-3.15572,-5.41132e-05
0.654,7.99605e-07,0.102537,0.132967,0.396999,-0.198495,1.23749e-07,0,0.10273,0.136973,0.41092,-0.20546,0,-0.00035357,0.126055,1.8308,6.30737,-3.1557,-5.43411e-05
0.655,8.00126e-07,0.102698,0.13318,0.39763,-0.19881,1.24246e-07,0,0.102887,0.137183,0.411549,-0.205774,0,-0.00035394,0.123787,1.82963,6.30735,-3.15569,-5.45682e-05
0.656,8.00665e-07,0.10286,0.133392,0.398261,-0.199126,1.24741e-07,0,0.103044,0.137392,0.412177,-0.206088,0,-0.000354318,0.121497,1.82844,6.30733,-3.15567,-5.47945e-05
0.657,8.01223e-07,0.103022,0.133605,0.398892,-0.199441,1.25233e-07,0,0.103201,0.137602,0.412805,-0.206403,0,-0.000354702,0.119186,1.82725,6.30732,-3.15565,-5.50199e-05
0.658,8.018e-07,0.103183,0.133818,0.399522,-0.199757,1.25723e-07,0,0.103358,0.137811,0.413434,-0.206717,0,-0.000355094,0.116852,1.82605,6.3073,-3.15564,-5.52445e-05
0.659,8.02397e-07,0.103345,0.13403,0.400153,-0.200072,1.2621e-07,0,0.103515,0.138021,0.414062,-0.207031,0,-0.000355494,0.114497,1.82484,6.30729,-3.15562,-5.54681e-05
0.66,8.03013e-07,0.103507,0.134243,0.400784,-0.200388,1.26694e-07,0,0.103673,0.13823,0.41469,-0.207345,0,-0.000355901,0.112119,1.82362,6.30727,-3.1556,-5.56907e-05
0.661,8.0365e-07,0.103669,0.134456,0.401415,-0.200703,1.27176e-07,0,0.10383,0.13844,0.415319,-0.207659,0,-0.000356316,0.109718,1.82239,6.30726,-3.15559,-5.59123e-05
0.662,8.04308e-07,0.103831,0.134669,0.402046,-0.201019,1.27654e-07,0,0.103987,0.138649,0.415947,-0.207973,0,-0.000356739,0.107293,1.82115,6.30724,-3.15557,-5.61328e-05
0.663,8.04986e-07,0.103993,0.134881,0.402677,-0.201334,1.2813e-07,0,0.104144,0.138858,0.416575,-0.208288,0,-0.00035717,0.104845,1.81991,6.30722,-3.15556,-5.63522e-05
0.664,8.05685e-07,0.104155,0.135094,0.403307,-0.201649,1.28602e-07,0,0.104301,0.139068,0.417204,-0.208602,0,-0.00035761,0.102374,1.81865,6.30721,-3.15554,-5.65705e-05
0.665,8.06406e-07,0.104317,0.135307,0.403938,-0.201965,1.29071e-07,0,0.104458,0.139277,0.417832,-0.208916,0,-0.000358058,0.0998779,1.81739,6.30719,-3.15553,-5.67876e-05
0.666,8.07149e-07,0.104479,0.13552,0.404569,-0.20228,1.29537e-07,0,0.104615,0.139487,0.41846,-0.20923,0,-0.000358515,0.097358,1.81612,6.30718,-3.15551,-5.70035e-05
0.667,8.07914e-07,0.104641,0.135733,0.4052,-0.202596,1.29999e-07,0,0.104772,0.139696,0.419088,-0.209544,0,-0.00035898,0.0948137,1.81483,6.30716,-3.1555,-5.72181e-05
0.668,8.08702e-07,0.104803,0.135946,0.405831,-0.202911,1.30458e-07,0,0.104929,0.139906,0.419717,-0.209858,0,-0.000359455,0.0922447,1.81354,6.30715,-3.15548,-5.74314e-05
0.669,8.09512e-07,0.104966,0.136159,0.406462,-0.203227,1.30914e-07,0,0.105086,0.140115,0.420345,-0.210173,0,-0.000359938,0.0896509,1.81224,6.30713,-3.15547,-5.76434e-05
0.67,8.10345e-07,0.105128,0.136372,0.407092,-0.203542,1.31366e-07,0,0.105243,0.140324,0.420973,-0.210487,0,-0.00036043,0.087032,1.81093,6.30711,-3.15545,-5.7854e-05
0.671,8.11201e-07,0.105291,0.136585,0.407723,-0.203858,1.31814e-07,0,0.1054,0.140534,0.421602,-0.210801,0,-0.000360932,0.084388,1.80961,6.3071,-3.15544,-5.80633e-05
0.672,8.12081e-07,0.105453,0.136798,0.408354,-0.204173,1.32258e-07,0,0.105558,0.140743,0.42223,-0.211115,0,-0.000361442,0.0817186,1.80828,6.30708,-3.15542,-5.82711e-05
0.673,8.12984e-07,0.105616,0.137011,0.408985,-0.204488,1.32699e-07,0,0.105715,0.140953,0.422858,-0.211429,0,-0.000361963,0.0790238,1.80694,6.30707,-3.15541,-5.84774e-05
0.674,8.13912e-07,0.105778,0.137224,0.409616,-0.204804,1.33135e-07,0,0.105872,0.141162,0.423487,-0.211743,0,-0.000362492,0.0763034,1.80559,6.30705,-3.1554,-5.86823e-05
0.675,8.14863e-07,0.105941,0.137437,0.410247,-0.205119,1.33568e-07,0,0.106029,0.141372,0.424115,-0.212058,0,-0.000363031,0.0735574,1.80423,6.30703,-3.15538,-5.88857e-05
0.676,8.15838e-07,0.106104,0.13765,0.410877,-0.205435,1.33996e-07,0,0.106186,0.141581,0.424743,-0.212372,0,-0.00036358,0.0707856,1.80286,6.30702,-3.15537,-5.90875e-05
0.677,8.16838e-07,0.106267,0.137863,0.411508,-0.20575,1.34421e-07,0,0.106343,0.141791,0.425372,-0.212686,0,-0.000364139,0.0679879,1.80148,6.307,-3.15536,-5.92877e-05
0.678,8.17862e-07,0.10643,0.138076,0.412139,-0.206066,1.34841e-07,0,0.1065,0.142,0.426,-0.213,0,-0.000364707,0.0651643,1.80009,6.30699,-3.15535,-5.94863e-05
0.679,8.18912e-07,0.106593,0.138289,0.41277,-0.206381,1.35257e-07,0,0.106657,0.142209,0.426628,-0.213314,0,-0.000365285,0.0623147,1.79869,6.30697,-3.15533,-5.96833e-05
0.68,8.19985e-07,0.106756,0.138502,0.413401,-0.206696,1.35668e-07,0,0.106814,0.142419,0.427257,-0.213628,0,-0.000365873,0.0594391,1.79728,6.30696,-3.15532,-5.98787e-05
0.681,8.21084e-07,0.106919,0.138716,0.414032,-0.207012,1.36076e-07,0,0.106971,0.142628,0.427885,-0.213942,0,-0.000366471,0.0565374,1.79586,6.30694,-3.15531,-6.00724e-05
0.682,8.22208e-07,0.107082,0.138929,0.414662,-0.207327,1.36479e-07,0,0.107128,0.142838,0.428513,-0.214257,0,-0.000367079,0.0536097,1.79443,6.30692,-3.1553,-6.02643e-05
0.683,8.23357e-07,0.107245,0.139142,0.415293,-0.207643,1.36877e-07,0,0.107285,0.143047,0.429142,-0.214571,0,-0.000367698,0.0506559,1.793,6.30691,-3.15529,-6.04546e-05
0.684,8.24531e-07,0.107408,0.139355,0.415924,-0.207958,1.37271e-07,0,0.107442,0.143257,0.42977,-0.214885,0,-0.000368326,0.047676,1.79155,6.30689,-3.15527,-6.06431e-05
0.685,8.2573e-07,0.107572,0.139569,0.416555,-0.208274,1.37661e-07,0,0.1076,0.143466,0.430398,-0.215199,0,-0.000368964,0.0446701,1.79009,6.30688,-3.15526,-6.08298e-05
0.686,8.26955e-07,0.107735,0.139782,0.417186,-0.208589,1.38046e-07,0,0.107757,0.143676,0.431027,-0.215513,0,-0.000369613,0.0416381,1.78862,6.30686,-3.15525,-6.10148e-05
0.687,8.28205e-07,0.107898,0.139995,0.417817,-0.208904,1.38426e-07,0,0.107914,0.143885,0.431655,-0.215827,0,-0.000370272,0.0385802,1.78714,6.30684,-3.15524,-6.1198e-05
0.688,8.29481e-07,0.108062,0.140209,0.418447,-0.20922,1.38801e-07,0,0.108071,0.144094,0.432283,-0.216142,0,-0.000370941,0.0354963,1.78565,6.30683,-3.15523,-6.13793e-05
0.689,8.30781e-07,0.108226,0.140422,0.419078,-0.209535,1.39172e-07,0,0.108228,0.144304,0.432911,-0.216456,0,-0.00037162,0.0323866,1.78416,6.30681,-3.15522,-6.15588e-05
0.69,8.32108e-07,0.108389,0.140635,0.419709,-0.209851,1.39539e-07,0,0.108385,0.144513,0.43354,-0.21677,0,-0.000372309,0.0292511,1.78265,6.3068,-3.15521,-6.17365e-05
0.691,8.33459e-07,0.108553,0.140849,0.42034,-0.210166,1.399e-07,0,0.108542,0.144723,0.434168,-0.217084,0,-0.000373009,0.0260899,1.78113,6.30678,-3.1552,-6.19122e-05
0.692,8.34836e-07,0.108717,0.141062,0.420971,-0.210481,1.40257e-07,0,0.108699,0.144932,0.434796,-0.217398,0,-0.000373719,0.0229031,1.7796,6.30677,-3.15519,-6.20861e-05
0.693,8.36239e-07,0.108881,0.141276,0.421601,-0.210797,1.40609e-07,0,0.108856,0.145142,0.435425,-0.217712,0,-0.00037444,0.0196907,1.77807,6.30675,-3.15518,-6.22581e-05
0.694,8.37667e-07,0.109045,0.141489,0.422232,-0.211112,1.40956e-07,0,0.109013,0.145351,0.436053,-0.218027,0,-0.00037517,0.016453,1.77652,6.30673,-3.15517,-6.24282e-05
0.695,8.3912e-07,0.109209,0.141703,0.422863,-0.211428,1.41298e-07,0,0.10917,0.14556,0.436681,-0.218341,0,-0.000375911,0.01319,1.77496,6.30672,-3.15516,-6.25964e-05
0.696,8.40598e-07,0.109373,0.141916,0.423494,-0.211743,1.41635e-07,0,0.109327,0.14577,0.43731,-0.218655,0,-0.000376662,0.00990192,1.7734,6.3067,-3.15515,-6.27627e-05
0.697,8.42101e-07,0.109537,0.14213,0.424125,-0.212058,1.41968e-07,0,0.109485,0.145979,0.437938,-0.218969,0,-0.000377423,0.00658883,1.77182,6.30669,-3.15514,-6.2927e-05
0.698,8.4363e-07,0.109701,0.142344,0.424755,-0.212374,1.42296e-07,0,0.109642,0.146189,0.438566,-0.219283,0,-0.000378195,0.00325091,1.77024,6.30667,-3.15513,-6.30893e-05
0.699,8.45183e-07,0.109865,0.142557,0.425386,-0.212689,1.42618e-07,0,0.109799,0.146398,0.439195,-0.219597,0,-0.000378976,-0.000111662,1.76864,6.30665,-3.15513,-6.32498e-05
0.7,8.46761e-07,0.110029,0.142771,0.426017,-0.213005,1.42936e-07,0,0.109956,0.146608,0.439823,-0.219911,0,-0.000379768,-0.00349873,1.76704,6.30664,-3.15512,-6.34082e-05
0.701,8.48364e-07,0.110194,0.142985,0.426648,-0.21332,1.43249e-07,0,0.110113,0.146817,0.440451,-0.220226,0,-0.00038057,-0.0069101,1.76543,6.30662,-3.15511,-6.35647e-05
0.702,8.49992e-07,0.110358,0.143198,0.427279,-0.213635,1.43557e-07,0,0.11027,0.147027,0.44108,-0.22054,0,-0.000381381,-0.0103456,1.7638,6.30661,-3.1551,-6.37192e-05
0.703,8.51644e-07,0.110523,0.143412,0.427909,-0.213951,1.4386e-07,0,0.110427,0.147236,0.441708,-0.220854,0,-0.000382203,-0.013805,1.76217,6.30659,-3.15509,-6.38718e-05
0.704,8.5332e-07,0.110687,0.143626,0.42854,-0.214266,1.44158e-07,0,0.110584,0.147445,0.442336,-0.221168,0,-0.000383035,-0.0172881,1.76053,6.30657,-3.15509,-6.40223e-05
0.705,8.55021e-07,0.110852,0.143839,0.429171,-0.214582,1.44451e-07,0,0.110741,0.147655,0.442965,-0.221482,0,-0.000383877,-0.0207947,1.75888,6.30656,-3.15508,-6.41709e-05
0.706,8.56745e-07,0.111016,0.144053,0.429802,-0.214897,1.4474e-07,0,0.110898,0.147864,0.443593,-0.221796,0,-0.000384728,-0.0243246,1.75723,6.30654,-3.15507,-6.43175e-05
0.707,8.58493e-07,0.111181,0.144267,0.430433,-0.215213,1.45023e-07,0,0.111055,0.148074,0.444221,-0.222111,0,-0.000385589,-0.0278775,1.75556,6.30653,-3.15506,-6.44621e-05
0.708,8.60265e-07,0.111346,0.144481,0.431064,-0.215528,1.45301e-07,0,0.111212,0.148283,0.44485,-0.222425,0,-0.00038646,-0.0314532,1.75389,6.30651,-3.15506,-6.46048e-05
0.709,8.6206e-07,0.111511,0.144695,0.431694,-0.215843,1.45575e-07,0,0.111369,0.148493,0.445478,-0.222739,0,-0.00038734,-0.0350515,1.7522,6.30649,-3.15505,-6.47455e-05
0.71,8.63879e-07,0.111675,0.144909,0.432325,-0.216159,1.45844e-07,0,0.111527,0.148702,0.446106,-0.223053,0,-0.00038823,-0.038672,1.75051,6.30648,-3.15504,-6.48842e-05
0.711,8.6572e-07,0.11184,0.145122,0.432956,-0.216474,1.46108e-07,0,0.111684,0.148911,0.446734,-0.223367,0,-0.00038913,-0.0423146,1.74881,6.30646,-3.15504,-6.50209e-05
0.712,8.67584e-07,0.112005,0.145336,0.433587,-0.216789,1.46367e-07,0,0.111841,0.149121,0.447363,-0.223681,0,-0.000390038,-0.045979,1.7471,6.30644,-3.15503,-6.51556e-05
0.713,8.69471e-07,0.11217,0.14555,0.434217,-0.217105,1.46621e-07,0,0.111998,0.14933,0.447991,-0.223996,0,-0.000390956,-0.0496649,1.74538,6.30643,-3.15502,-6.52884e-05
0.714,8.71379e-07,0.112336,0.145764,0.434848,-0.21742,1.4687e-07,0,0.112155,0.14954,0.448619,-0.22431,0,-0.000391884,-0.053372,1.74366,6.30641,-3.15502,-6.54193e-05
0.715,8.7331e-07,0.112501,0.145978,0.435479,-0.217736,1.47115e-07,0,0.112312,0.149749,0.449248,-0.224624,0,-0.00039282,-0.0571001,1.74193,6.3064,-3.15501,-6.55482e-05
0.716,8.75263e-07,0.112666,0.146192,0.43611,-0.218051,1.47354e-07,0,0.112469,0.149959,0.449876,-0.224938,0,-0.000393765,-0.0608488,1.74019,6.30638,-3.15501,-6.56751e-05
0.717,8.77237e-07,0.112831,0.146406,0.436741,-0.218366,1.4759e-07,0,0.112626,0.150168,0.450504,-0.225252,0,-0.000394719,-0.0646178,1.73844,6.30636,-3.155,-6.58001e-05
0.718,8.79232e-07,0.112996,0.14662,0.437371,-0.218682,1.4782e-07,0,0.112783,0.150378,0.451133,-0.225566,0,-0.000395682,-0.0684069,1.73668,6.30635,-3.155,-6.59232e-05
0.719,8.81248e-07,0.113162,0.146834,0.438002,-0.218997,1.48046e-07,0,0.11294,0.150587,0.451761,-0.225881,0,-0.000396654,-0.0722158,1.73492,6.30633,-3.15499,-6.60444e-05
0.72,8.83285e-07,0.113327,0.147048,0.438633,-0.219313,1.48267e-07,0,0.113097,0.150796,0.452389,-0.226195,0,-0.000397634,-0.0760441,1.73315,6.30631,-3.15498,-6.61636e-05
0.721,8.85342e-07,0.113493,0.147262,0.439264,-0.219628,1.48483e-07,0,0.113254,0.151006,0.453018,-0.226509,0,-0.000398623,-0.0798915,1.73137,6.3063,-3.15498,-6.6281e-05
0.722,8.87419e-07,0.113658,0.147476,0.439895,-0.219943,1.48695e-07,0,0.113411,0.151215,0.453646,-0.226823,0,-0.00039962,-0.0837577,1.72958,6.30628,-3.15497,-6.63965e-05
0.723,8.89515e-07,0.113824,0.14769,0.440525,-0.220259,1.48903e-07,0,0.113569,0.151425,0.454274,-0.227137,0,-0.000400625,-0.0876423,1.72779,6.30627,-3.15497,-6.65101e-05
0.724,8.91631e-07,0.113989,0.147904,0.441156,-0.220574,1.49106e-07,0,0.113726,0.151634,0.454903,-0.227451,0,-0.000401638,-0.0915452,1.72599,6.30625,-3.15497,-6.66219e-05
0.725,8.93766e-07,0.114155,0.148119,0.441787,-0.22089,1.49304e-07,0,0.113883,0.151844,0.455531,-0.227765,0,-0.000402659,-0.0954658,1.72419,6.30623,-3.15496,-6.67319e-05
0.726,8.9592e-07,0.114321,0.148333,0.442418,-0.221205,1.49498e-07,0,0.11404,0.152053,0.456159,-0.22808,0,-0.000403688,-0.0994039,1.72238,6.30622,-3.15496,-6.684e-05
0.727,8.98092e-07,0.114486,0.148547,0.443049,-0.22152,1.49688e-07,0,0.114197,0.152263,0.456788,-0.228394,0,-0.000404725,-0.103359,1.72056,6.3062,-3.15495,-6.69463e-05
0.728,9.00281e-07,0.114652,0.148761,0.443679,-0.221836,1.49873e-07,0,0.114354,0.152472,0.457416,-0.228708,0,-0.000405769,-0.107331,1.71873,6.30618,-3.15495,-6.70508e-05
0.729,9.02489e-07,0.114818,0.148975,0.44431,-0.222151,1.50054e-07,0,0.114511,0.152681,0.458044,-0.229022,0,-0.000406821,-0.11132,1.7169,6.30617,-3.15494,-6.71535e-05
0.73,9.04714e-07,0.114984,0.149189,0.444941,-0.222466,1.50231e-07,0,0.114668,0.152891,0.458673,-0.229336,0,-0.00040788,-0.115324,1.71506,6.30615,-3.15494,-6.72545e-05
0.731,9.06955e-07,0.11515,0.149404,0.445572,-0.222782,1.50404e-07,0,0.114825,0.1531,0.459301,-0.22965,0,-0.000408946,-0.119344,1.71322,6.30614,-3.15494,-6.73537e-05
0.732,9.09213e-07,0.115316,0.149618,0.446202,-0.223097,1.50573e-07,0,0.114982,0.15331,0.459929,-0.229965,0,-0.000410019,-0.12338,1.71137,6.30612,-3.15493,-6.74513e-05
0.733,9.11487e-07,0.115481,0.149832,0.446833,-0.223413,1.50737e-07,0,0.115139,0.153519,0.460557,-0.230279,0,-0.000411099,-0.127431,1.70952,6.3061,-3.15493,-6.75471e-05
0.734,9.13777e-07,0.115647,0.150046,0.447464,-0.223728,1.50898e-07,0,0.115296,0.153729,0.461186,-0.230593,0,-0.000412185,-0.131496,1.70766,6.30609,-3.15493,-6.76412e-05
0.735,9.16082e-07,0.115814,0.15026,0.448095,-0.224043,1.51054e-07,0,0.115454,0.153938,0.461814,-0.230907,0,-0.000413278,-0.135576,1.70579,6.30607,-3.15492,-6.77337e-05
0.736,9.18402e-07,0.11598,0.150475,0.448726,-0.224359,1.51207e-07,0,0.115611,0.154147,0.462442,-0.231221,0,-0.000414378,-0.139669,1.70392,6.30605,-3.15492,-6.78245e-05
0.737,9.20737e-07,0.116146,0.150689,0.449356,-0.224674,1.51356e-07,0,0.115768,0.154357,0.463071,-0.231535,0,-0.000415483,-0.143777,1.70204,6.30604,-3.15492,-6.79138e-05
0.738,9.23086e-07,0.116312,0.150903,0.449987,-0.224989,1.51501e-07,0,0.115925,0.154566,0.463699,-0.23185,0,-0.000416595,-0.147897,1.70016,6.30602,-3.15491,-6.80014e-05
0.739,9.25448e-07,0.116478,0.151118,0.450618,-0.225305,1.51643e-07,0,0.116082,0.154776,0.464327,-0.232164,0,-0.000417712,-0.15203,1.69828,6.306,-3.15491,-6.80875e-05
0.74,9.27824e-07,0.116644,0.151332,0.451249,-0.22562,1.51781e-07,0,0.116239,0.154985,0.464956,-0.232478,0,-0.000418836,-0.156176,1.69639,6.30599,-3.15491,-6.8172e-05
0.741,9.30213e-07,0.116811,0.151546,0.451879,-0.225936,1.51915e-07,0,0.116396,0.155195,0.465584,-0.232792,0,-0.000419964,-0.160334,1.69449,6.30597,-3.1549,-6.8255e-05
0.742,9.32614e-07,0.116977,0.151761,0.45251,-0.226251,1.52046e-07,0,0.116553,0.155404,0.466212,-0.233106,0,-0.000421099,-0.164503,1.69259,6.30595,-3.1549,-6.83365e-05
0.743,9.35027e-07,0.117143,0.151975,0.453141,-0.226566,1.52173e-07,0,0.11671,0.155614,0.466841,-0.23342,0,-0.000422238,-0.168684,1.69069,6.30594,-3.1549,-6.84165e-05
0.744,9.37452e-07,0.117309,0.152189,0.453772,-0.226882,1.52297e-07,0,0.116867,0.155823,0.467469,-0.233734,0,-0.000423383,-0.172876,1.68878,6.30592,-3.15489,-6.84951e-05
0.745,9.39888e-07,0.117476,0.152404,0.454402,-0.227197,1.52417e-07,0,0.117024,0.156032,0.468097,-0.234049,0,-0.000424532,-0.177079,1.68687,6.3059,-3.15489,-6.85723e-05
